dataset,k_cross,rep,fitness,accuracy,spearman_corr,spearman_p,theta,beta,gamma
digits,2,1,0.49804243593292885,0.9388888888888889,0.14495132078667558,7.37672140983963e-11,0.5,0.25,0.75
digits,2,2,0.5074631407983161,0.9305555555555556,-0.1484276813529279,2.5455397313275468e-11,0.5,0.25,0.75
digits,2,3,0.5128728695246808,0.9333333333333333,0.029273030824839383,0.1906726893842641,0.5,0.25,0.75
digits,2,4,0.4999292284746233,0.9388888888888889,-0.11026083203145921,7.692577610706512e-07,0.5,0.25,0.75
digits,2,5,0.5022193405593329,0.95,0.14280609200315203,1.4045709967887502e-10,0.5,0.25,0.75
digits,3,1,0.5012612156656199,0.9025069637883009,-0.016485834778941107,0.4612086519684685,0.5,0.25,0.75
digits,3,2,0.5167114854229197,0.8941504178272981,-0.09598013042010912,1.7110065570062384e-05,0.5,0.25,0.75
digits,3,3,0.507147371270505,0.8913649025069638,-0.09213126136571365,3.68425274966953e-05,0.5,0.25,0.75
digits,3,4,0.5058420842438796,0.9080779944289693,0.035266236144650916,0.11487413675654341,0.5,0.25,0.75
digits,3,5,0.5010152828800025,0.8997214484679665,0.14404929794560847,9.682120770844295e-11,0.5,0.25,0.75
digits,4,1,0.4903780570484736,0.9192200557103064,-0.14336407783834115,1.1890442848115772e-10,0.5,0.25,0.75
digits,4,2,0.4921559425148535,0.9164345403899722,-0.27149357910148525,3.944108179376953e-35,0.5,0.25,0.75
digits,4,3,0.5076454706370012,0.9303621169916435,-0.18279685338608995,1.7318111716317124e-16,0.5,0.25,0.75
digits,4,4,0.48480064795666256,0.9164345403899722,-0.07373851854295964,0.0009664402313707287,0.5,0.25,0.75
digits,4,5,0.5001468483472686,0.9387186629526463,-0.15321516183849182,5.641749568011609e-12,0.5,0.25,0.75
digits,5,1,0.48737110499940073,0.924791086350975,-0.13542790844716265,1.1960901130395854e-09,0.5,0.25,0.75
digits,5,2,0.503178998389146,0.924791086350975,0.015560389555616958,0.48674900984557246,0.5,0.25,0.75
digits,5,3,0.5039495865021315,0.9303621169916435,-0.009911391713155398,0.6577768151982646,0.5,0.25,0.75
digits,5,4,0.49042424063309475,0.9136490250696379,-0.14960604244715475,1.7646446911601388e-11,0.5,0.25,0.75
digits,5,5,0.5016235319018123,0.924791086350975,-0.40650125602759524,1.904603401872877e-80,0.5,0.25,0.75
digits,1,1,0.5013293881364027,0.9472222222222222,-0.3455625815438701,3.457217228483412e-57,0.5,0.25,1.0
digits,1,2,0.498496856793885,0.9416666666666667,-0.31251624401184935,1.4672115619775302e-46,0.5,0.25,1.0
digits,1,3,0.5063916117073697,0.9444444444444444,-0.04184987248232119,0.06131280695072852,0.5,0.25,1.0
digits,1,4,0.4878797790599189,0.9138888888888889,-0.023998939819053277,0.28338387116833547,0.5,0.25,1.0
digits,1,5,0.5042919004209188,0.9277777777777778,-0.2956168846892942,1.2701953781829723e-41,0.5,0.25,1.0
digits,2,1,0.5172085554147724,0.9527777777777777,0.31000934434201805,8.311501360305138e-46,0.5,0.25,1.0
digits,2,2,0.5028712963434631,0.9416666666666667,0.05393198337472541,0.01585834918312364,0.5,0.25,1.0
digits,2,3,0.5141813938353827,0.9361111111111111,-0.0560325569423328,0.01220177265873575,0.5,0.25,1.0
digits,2,4,0.4915014464160217,0.925,-0.04450167961212502,0.0466000556085596,0.5,0.25,1.0
digits,2,5,0.49971479716135325,0.9388888888888889,-0.220926294435313,1.559311445109924e-23,0.5,0.25,1.0
digits,3,1,0.49427608654249877,0.8941504178272981,-0.5180456519237083,9.184894519791072e-138,0.5,0.25,1.0
digits,3,2,0.5070734306214341,0.9136490250696379,-0.2987263855329715,1.659141123433473e-42,0.5,0.25,1.0
digits,3,3,0.49253801309627837,0.8802228412256268,-0.16983840590604757,2.0689501106897304e-14,0.5,0.25,1.0
digits,3,4,0.5043344355660863,0.9303621169916435,-0.1103949848821945,7.457257115338633e-07,0.5,0.25,1.0
digits,3,5,0.5076999696728147,0.8941504178272981,-0.1878491135822046,2.4301609977985223e-17,0.5,0.25,1.0
digits,4,1,0.49903630416151556,0.9108635097493036,-0.006976915259256625,0.7551728667948007,0.5,0.25,1.0
digits,4,2,0.4938360729479314,0.9136490250696379,-0.12435347990625902,2.4128201147123658e-08,0.5,0.25,1.0
digits,4,3,0.5009063700544949,0.935933147632312,-0.42062420631546044,1.4151635271022833e-86,0.5,0.25,1.0
digits,4,4,0.5057067661588309,0.9192200557103064,-0.17304983432822696,6.541118873494783e-15,0.5,0.25,1.0
digits,4,5,0.505171181398823,0.9136490250696379,-0.004898472814409469,0.8267040146411953,0.5,0.25,1.0
digits,5,1,0.48477766611942563,0.8997214484679665,-0.08465809843088834,0.00015036588003012832,0.5,0.25,1.0
digits,5,2,0.49860511180813083,0.9275766016713092,-0.06818417442859699,0.002281310157676483,0.5,0.25,1.0
digits,5,3,0.49466255418830546,0.9192200557103064,-0.3289322471228835,1.1262904748698396e-51,0.5,0.25,1.0
digits,5,4,0.48163786930852315,0.924791086350975,-0.23247671677259324,5.968974061970879e-26,0.5,0.25,1.0
digits,5,5,0.4981642371857443,0.924791086350975,-0.3444955924698125,7.992275499354955e-57,0.5,0.25,1.0
digits,1,1,0.5861534663544627,0.9583333333333334,0.2961171428471532,9.170480976406611e-42,0.5,0.5,0.25
digits,1,2,0.6010288552149895,0.9444444444444444,0.3607734743055726,1.5634961565964763e-62,0.5,0.5,0.25
digits,1,3,0.6157588536605401,0.9388888888888889,0.471017221825315,5.572165052165905e-111,0.5,0.5,0.25
digits,1,4,0.5984575885205633,0.9333333333333333,0.08935749806893911,6.288963424930259e-05,0.5,0.5,0.25
digits,1,5,0.5900669935627462,0.95,0.37211012152410894,1.0393303083391285e-66,0.5,0.5,0.25
digits,2,1,0.5961836699480122,0.9555555555555556,0.2359831760495641,1.0362520885545885e-26,0.5,0.5,0.25
digits,2,2,0.591835415717485,0.9416666666666667,0.07422168490985659,0.0008943816864965573,0.5,0.5,0.25
digits,2,3,0.5869525522711861,0.9416666666666667,0.1269927915277235,1.2063514530643178e-08,0.5,0.5,0.25
digits,2,4,0.5906871476154145,0.9305555555555556,0.06765535807763687,0.0024681679730831894,0.5,0.5,0.25
digits,2,5,0.6022246638694182,0.9527777777777777,0.022832008205702494,0.3074567287656294,0.5,0.5,0.25
digits,3,1,0.5928704305285223,0.8997214484679665,-0.05713229676010882,0.010602802564679398,0.5,0.5,0.25
digits,3,2,0.6004684064994185,0.9220055710306406,0.27640018105140324,2.1246347764753713e-36,0.5,0.5,0.25
digits,3,3,0.5997207753944667,0.9108635097493036,0.28849503714726227,1.2232435691465104e-39,0.5,0.5,0.25
digits,3,4,0.5846651165569139,0.9080779944289693,0.08907655003579804,6.633407582417605e-05,0.5,0.5,0.25
digits,3,5,0.6044345498227373,0.9080779944289693,0.4085240749348687,2.629894487250874e-81,0.5,0.5,0.25
digits,4,1,0.5929354792632923,0.9415041782729805,0.25321813959662126,1.2422005218404221e-30,0.5,0.5,0.25
digits,4,2,0.5901592223472816,0.935933147632312,0.06889175125943042,0.0020515285018509266,0.5,0.5,0.25
digits,4,3,0.5959876460633597,0.9387186629526463,0.3379778609576612,1.2449473517920933e-54,0.5,0.5,0.25
digits,4,4,0.5976668196101145,0.947075208913649,0.19359408860913044,2.433543953435676e-18,0.5,0.5,0.25
digits,4,5,0.5995766188999798,0.924791086350975,0.4624811044875703,1.4935331163159773e-106,0.5,0.5,0.25
digits,5,1,0.6003139576441068,0.9610027855153204,0.40244494407755144,9.688304578139265e-79,0.5,0.5,0.25
digits,5,2,0.6055642642266221,0.9220055710306406,0.15988206091042814,6.385687134228295e-13,0.5,0.5,0.25
digits,5,3,0.5870068769769599,0.9192200557103064,0.17015451987269548,1.8490593828434875e-14,0.5,0.5,0.25
digits,5,4,0.592688355516138,0.9220055710306406,0.2209370286667849,1.5514891890114445e-23,0.5,0.5,0.25
digits,5,5,0.590071882154074,0.9303621169916435,0.2930017118080559,6.900494332051336e-41,0.5,0.5,0.25
digits,1,1,0.5812172085497291,0.9472222222222222,0.1522822089984624,7.595802563318873e-12,0.5,0.5,0.5
digits,1,2,0.578280543525154,0.9361111111111111,-0.04308039158079228,0.05406648997986029,0.5,0.5,0.5
digits,1,3,0.5878208474873275,0.95,0.08924784096291864,6.421340578798121e-05,0.5,0.5,0.5
digits,1,4,0.5802268882615222,0.9361111111111111,-0.13999519954499665,3.2189442980562543e-10,0.5,0.5,0.5
digits,1,5,0.5887434675574115,0.9222222222222223,-0.023504551726107607,0.29342236001864314,0.5,0.5,0.5
digits,2,1,0.5773992412371671,0.9361111111111111,0.14502718169021583,7.209362605099218e-11,0.5,0.5,0.5
digits,2,2,0.5832964211835134,0.9472222222222222,0.07521969476195214,0.0007610261660120449,0.5,0.5,0.5
digits,2,3,0.5798603316012012,0.9527777777777777,-0.051444682031363306,0.021405127086400768,0.5,0.5,0.5
digits,2,4,0.5899190715641541,0.9388888888888889,0.244061822426558,1.6430042491334284e-28,0.5,0.5,0.5
digits,2,5,0.5636957208615287,0.9416666666666667,-0.049536051556596,0.026739849316207483,0.5,0.5,0.5
digits,3,1,0.5768068957815196,0.9136490250696379,0.21623072907595597,1.3719896553110633e-22,0.5,0.5,0.5
digits,3,2,0.6011041636680442,0.8969359331476323,0.017343571605794233,0.4382206036040682,0.5,0.5,0.5
digits,3,3,0.5752935442792736,0.8913649025069638,0.08847841659351859,7.4270433629795e-05,0.5,0.5,0.5
digits,3,4,0.5867640901192921,0.9164345403899722,0.2535645363824118,1.028532299623354e-30,0.5,0.5,0.5
digits,3,5,0.5808406378590677,0.8941504178272981,-0.11209851649314231,5.010460617489436e-07,0.5,0.5,0.5
digits,4,1,0.5770919808796866,0.9387186629526463,0.22321920843580143,5.293914865979757e-24,0.5,0.5,0.5
digits,4,2,0.5758792564548623,0.9275766016713092,0.12667169147136043,1.3134997806444656e-08,0.5,0.5,0.5
digits,4,3,0.5711077759487703,0.9220055710306406,0.09416403206730387,2.4660413961126667e-05,0.5,0.5,0.5
digits,4,4,0.5741868984671894,0.9164345403899722,0.12331595309995365,3.156312623107465e-08,0.5,0.5,0.5
digits,4,5,0.5773550991682521,0.9387186629526463,-0.10739837131171369,1.4799254317573045e-06,0.5,0.5,0.5
digits,5,1,0.565103275737862,0.9387186629526463,0.07337694749359674,0.001023838860403388,0.5,0.5,0.5
digits,5,2,0.5852875970609968,0.947075208913649,0.15629658054304513,2.085226148324357e-12,0.5,0.5,0.5
digits,5,3,0.5641391564817007,0.9442896935933147,0.028909587795594018,0.19624015577921486,0.5,0.5,0.5
digits,5,4,0.5802962580174338,0.9442896935933147,0.19161275147654094,5.426048629171955e-18,0.5,0.5,0.5
digits,5,5,0.5873326162637491,0.8997214484679665,0.3321139089474733,1.0545933663481424e-52,0.5,0.5,0.5
digits,1,1,0.5695018627972394,0.9333333333333333,0.17029791377614145,1.757049936902802e-14,0.5,0.5,0.75
digits,1,2,0.5771480499388392,0.95,0.03975790461694506,0.07546648718819594,0.5,0.5,0.75
digits,1,3,0.5768026068036985,0.9333333333333333,0.2908989793588815,2.656411160487973e-40,0.5,0.5,0.75
digits,1,4,0.5785016667332847,0.9472222222222222,0.01249446259032691,0.5765427230354178,0.5,0.5,0.75
digits,1,5,0.5736617412751928,0.9166666666666666,0.08969099754676829,5.9020502859468164e-05,0.5,0.5,0.75
digits,2,1,0.5803133608311171,0.9305555555555556,0.12276113755728969,3.640578704304624e-08,0.5,0.5,0.75
digits,2,2,0.576168458597499,0.9444444444444444,-0.17069698949265363,1.524022441724865e-14,0.5,0.5,0.75
digits,2,3,0.5730873173393966,0.9388888888888889,-0.07196250013643443,0.0012800083031940276,0.5,0.5,0.75
digits,2,4,0.5837726253738553,0.9388888888888889,0.13634034511837928,9.233772931371679e-10,0.5,0.5,0.75
digits,2,5,0.5861851567348741,0.9527777777777777,0.0016052354976294084,0.9428060536799637,0.5,0.5,0.75
digits,3,1,0.5704560819325353,0.9136490250696379,-0.38353969861195697,4.289140320336997e-71,0.5,0.5,0.75
digits,3,2,0.5795930336747441,0.9052924791086351,-0.13488722764412744,1.3931801291866762e-09,0.5,0.5,0.75
digits,3,3,0.5704231354047635,0.8969359331476323,0.06172368992785071,0.005757623903184922,0.5,0.5,0.75
digits,3,4,0.5696521299078773,0.883008356545961,0.19641310560669553,7.660510671784145e-19,0.5,0.5,0.75
digits,3,5,0.5670794067421698,0.8857938718662952,-0.16222738938050243,2.90146661410007e-13,0.5,0.5,0.75
digits,4,1,0.5607127469068827,0.9415041782729805,-0.052287889477569564,0.0193601167824892,0.5,0.5,0.75
digits,4,2,0.5679059816628601,0.9303621169916435,0.024645292821741122,0.27061418131887094,0.5,0.5,0.75
digits,4,3,0.5672900671755375,0.935933147632312,-0.34356606847058996,1.6541285390381036e-56,0.5,0.5,0.75
digits,4,4,0.5951125832384125,0.9387186629526463,-0.19653876909473622,7.272816351190711e-19,0.5,0.5,0.75
digits,4,5,0.5730710649167985,0.9220055710306406,-0.28805832183517804,1.6117803121184394e-39,0.5,0.5,0.75
digits,5,1,0.5482326781464895,0.9275766016713092,0.11673390573345285,1.648581272770819e-07,0.5,0.5,0.75
digits,5,2,0.5664539906155597,0.9192200557103064,-0.06288004343986628,0.004906532287628171,0.5,0.5,0.75
digits,5,3,0.5790112033925776,0.9331476323119777,0.023221660942492603,0.2992724024993585,0.5,0.5,0.75
digits,5,4,0.5780678117736331,0.924791086350975,0.08130241020846832,0.00027294762269595714,0.5,0.5,0.75
digits,5,5,0.5667942677129392,0.9331476323119777,-0.01294736613459552,0.5628010127193213,0.5,0.5,0.75
digits,1,1,0.5710014722991368,0.9555555555555556,-0.07245069481902543,0.0011855687515439476,0.5,0.5,1.0
digits,1,2,0.5613139683868703,0.9305555555555556,-0.2823345114285252,5.725607235620216e-38,0.5,0.5,1.0
digits,1,3,0.5855581125871836,0.9388888888888889,-0.14009208855453387,3.1290847915561306e-10,0.5,0.5,1.0
digits,1,4,0.559322134752724,0.9194444444444444,-0.04663232443236816,0.037042841099275,0.5,0.5,1.0
digits,1,5,0.5650247142977988,0.9361111111111111,-0.13764184897271076,6.364730713928361e-10,0.5,0.5,1.0
digits,2,1,0.58765151836077,0.9472222222222222,-0.09583029270665959,1.763827121332975e-05,0.5,0.5,1.0
digits,2,2,0.5777624437050481,0.9305555555555556,-0.04563286289233465,0.04129549635179448,0.5,0.5,1.0
digits,2,3,0.5813281583685234,0.9333333333333333,0.020433433004866493,0.3610664015910321,0.5,0.5,1.0
digits,2,4,0.5716088670644396,0.9444444444444444,-0.13218055045623403,2.9627225665650237e-09,0.5,0.5,1.0
digits,2,5,0.5751326296010956,0.925,-0.26556129005223517,1.2448291342748716e-33,0.5,0.5,1.0
digits,3,1,0.5693746262407293,0.9108635097493036,-0.26354527517867626,3.9445245899505074e-33,0.5,0.5,1.0
digits,3,2,0.5777163865070386,0.9025069637883009,-0.05212517675632008,0.019740905971970868,0.5,0.5,1.0
digits,3,3,0.5655309634656354,0.8857938718662952,-0.24343613853887436,2.2773537920956915e-28,0.5,0.5,1.0
digits,3,4,0.5543619724555364,0.9025069637883009,0.1010454567118043,5.964122319129121e-06,0.5,0.5,1.0
digits,3,5,0.5600048591566791,0.8997214484679665,-0.32960795158044437,6.827037270357774e-52,0.5,0.5,1.0
digits,4,1,0.564941126281401,0.9303621169916435,-0.06736173335866902,0.0025778637436029528,0.5,0.5,1.0
digits,4,2,0.5459960606928504,0.9052924791086351,-0.21414347828935457,3.5492498348235064e-22,0.5,0.5,1.0
digits,4,3,0.5589244423840709,0.9220055710306406,-0.14987307663559857,1.6233866301845118e-11,0.5,0.5,1.0
digits,4,4,0.5708057120866953,0.9275766016713092,-0.2303356299239103,1.7143218814793555e-25,0.5,0.5,1.0
digits,4,5,0.5687104707392892,0.9442896935933147,-0.20002878484656558,1.6950826896907443e-19,0.5,0.5,1.0
digits,5,1,0.5484930784242381,0.9331476323119777,-0.31363504664204844,6.729639404725039e-47,0.5,0.5,1.0
digits,5,2,0.5771583283711458,0.9275766016713092,-0.12233238530754723,4.063396934372933e-08,0.5,0.5,1.0
digits,5,3,0.5680323983902297,0.9164345403899722,-0.028250366727609548,0.20664057766726807,0.5,0.5,1.0
digits,5,4,0.5641271974392921,0.9610027855153204,-0.1038157591577521,3.2800604105161246e-06,0.5,0.5,1.0
digits,5,5,0.5698684362131797,0.9526462395543176,0.16909966492058406,2.6879894075120446e-14,0.5,0.5,1.0
digits,1,1,0.6782166222637244,0.95,0.6643575806624683,6.386596740044508e-255,0.5,0.75,0.25
digits,1,2,0.667786215110117,0.9361111111111111,0.11368489533741234,3.4417181938747435e-07,0.5,0.75,0.25
digits,1,3,0.6627388069646623,0.9555555555555556,0.41830863876047575,1.499588685159488e-85,0.5,0.75,0.25
digits,1,4,0.6772353979854124,0.9416666666666667,0.41710730798463425,5.0660793743990535e-85,0.5,0.75,0.25
digits,1,5,0.6717985233483758,0.9277777777777778,0.0857517366689458,0.0001232295425307942,0.5,0.75,0.25
digits,2,1,0.6734528836250554,0.9361111111111111,-0.28565028772752876,7.311970189314697e-39,0.5,0.75,0.25
digits,2,2,0.6617439282852637,0.9472222222222222,0.6214191444841644,5.293583344678606e-214,0.5,0.75,0.25
digits,2,3,0.7224871922183576,0.9472222222222222,0.27540131552065794,3.869658480466366e-36,0.5,0.75,0.25
digits,2,4,0.6623679247615478,0.9305555555555556,0.1306242781538167,4.540847125488456e-09,0.5,0.75,0.25
digits,2,5,0.6738398566090615,0.9638888888888889,0.18918580800358853,1.431932712417527e-17,0.5,0.75,0.25
digits,3,1,0.6893974940526812,0.8913649025069638,-0.24779342491577472,2.29920792748389e-29,0.5,0.75,0.25
digits,3,2,0.6871737825075037,0.9136490250696379,0.263593340378894,3.837984223569539e-33,0.5,0.75,0.25
digits,3,3,0.6874736273310713,0.9052924791086351,0.28008113016517633,2.2820288816929502e-37,0.5,0.75,0.25
digits,3,4,0.6738635243233646,0.9164345403899722,0.4613469077192492,5.66475016338355e-106,0.5,0.75,0.25
digits,3,5,0.6875124044200488,0.9331476323119777,-0.038447890607850435,0.08561390672790199,0.5,0.75,0.25
digits,4,1,0.6985795607587288,0.958217270194986,0.7543641331218213,0.0,0.5,0.75,0.25
digits,4,2,0.6777261291549036,0.9442896935933147,0.35746574773101747,2.4067039847531046e-61,0.5,0.75,0.25
digits,4,3,0.6795378839134891,0.9387186629526463,0.3752267260371209,6.896511210983787e-68,0.5,0.75,0.25
digits,4,4,0.6844475913039461,0.9442896935933147,0.41640222357007045,1.032699531214646e-84,0.5,0.75,0.25
digits,4,5,0.6694859497152008,0.9331476323119777,0.27109770556921525,4.979322951627175e-35,0.5,0.75,0.25
digits,5,1,0.683598896558665,0.9442896935933147,-0.004539670710098698,0.8392175969594555,0.5,0.75,0.25
digits,5,2,0.6803826025629364,0.9415041782729805,0.07183626048114393,0.001305533494718905,0.5,0.75,0.25
digits,5,3,0.6506887145517153,0.9275766016713092,0.29831204469254763,2.1792485304427472e-42,0.5,0.75,0.25
digits,5,4,0.6770431957814953,0.947075208913649,0.5197677777033466,7.952330795474269e-139,0.5,0.75,0.25
digits,5,5,0.6694209130860374,0.9387186629526463,0.22626080450709854,1.2396821628573954e-24,0.5,0.75,0.25
digits,1,1,0.653413691670633,0.9361111111111111,0.051899442607558015,0.020279996148800064,0.5,0.75,0.5
digits,1,2,0.6622859746757617,0.9472222222222222,0.186353046766725,4.3723471972732374e-17,0.5,0.75,0.5
digits,1,3,0.6581282308280818,0.9527777777777777,0.07730662508987622,0.000539623691168672,0.5,0.75,0.5
digits,1,4,0.6590287481340683,0.9583333333333334,-0.037865511380205524,0.09046582519324314,0.5,0.75,0.5
digits,1,5,0.6554933224141617,0.9444444444444444,0.12201599915201049,4.405527823821188e-08,0.5,0.75,0.5
digits,2,1,0.6484260557162729,0.9416666666666667,-0.1169962100139044,1.5460697698724636e-07,0.5,0.75,0.5
digits,2,2,0.6693797283942426,0.9305555555555556,0.0741294153439675,0.0009077459782254385,0.5,0.75,0.5
digits,2,3,0.6522400938977905,0.9583333333333334,0.024494075678187364,0.2735657963536521,0.5,0.75,0.5
digits,2,4,0.6710234370872923,0.9555555555555556,-0.25938925065306795,4.120211232130391e-32,0.5,0.75,0.5
digits,2,5,0.6727947423331722,0.9444444444444444,0.24193374913633584,4.968805690321756e-28,0.5,0.75,0.5
digits,3,1,0.6434385859336413,0.9052924791086351,0.287036150343324,3.068052416567937e-39,0.5,0.75,0.5
digits,3,2,0.6570305697662864,0.8969359331476323,0.03096269724356903,0.16630944235527617,0.5,0.75,0.5
digits,3,3,0.6687197863787405,0.8941504178272981,0.3150759621700447,2.454024478521801e-47,0.5,0.75,0.5
digits,3,4,0.6258838895702002,0.883008356545961,0.0680895004368971,0.0023137811722509817,0.5,0.75,0.5
digits,3,5,0.6586001332849658,0.9275766016713092,0.3715858405035204,1.6355727013942376e-66,0.5,0.75,0.5
digits,4,1,0.649748798636135,0.9303621169916435,-0.052367237082223454,0.01917676081596933,0.5,0.75,0.5
digits,4,2,0.6580144938495662,0.9303621169916435,-0.02948878844871784,0.18742301677594492,0.5,0.75,0.5
digits,4,3,0.6579428407141459,0.9498607242339833,0.3263295913496277,7.655254291732252e-51,0.5,0.75,0.5
digits,4,4,0.6496287469386651,0.9164345403899722,0.04987141990855609,0.02572679007649745,0.5,0.75,0.5
digits,4,5,0.6641774667673472,0.9526462395543176,0.2117886901619171,1.0248624309917124e-21,0.5,0.75,0.5
digits,5,1,0.6681084554396778,0.9331476323119777,0.04989653546305534,0.025652275659728854,0.5,0.75,0.5
digits,5,2,0.649444897543918,0.9554317548746518,0.23218807668578434,6.885564872825659e-26,0.5,0.75,0.5
digits,5,3,0.6550649158881816,0.9526462395543176,0.08950794772972652,6.111537467362765e-05,0.5,0.75,0.5
digits,5,4,0.6723134098338257,0.9498607242339833,0.058036431294472814,0.009430680758105115,0.5,0.75,0.5
digits,5,5,0.6531586679796065,0.9415041782729805,0.3425526491290025,3.645487648137167e-56,0.5,0.75,0.5
digits,1,1,0.6432229383890682,0.9472222222222222,-0.04483154374571947,0.04499704694735397,0.5,0.75,0.75
digits,1,2,0.6911055646098927,0.9638888888888889,0.5784242555646449,5.823350980894836e-179,0.5,0.75,0.75
digits,1,3,0.6589302997289918,0.95,0.1460162995155581,5.339127379171162e-11,0.5,0.75,0.75
digits,1,4,0.6466089495876632,0.9416666666666667,0.03634050757589161,0.10422276503885188,0.5,0.75,0.75
digits,1,5,0.6377727896725847,0.9305555555555556,-0.04419806269018163,0.048117698230798596,0.5,0.75,0.75
digits,2,1,0.6486712975042541,0.9388888888888889,-0.011904919783416814,0.5946635216344374,0.5,0.75,0.75
digits,2,2,0.6399804880588165,0.9472222222222222,-0.19405222413335635,2.019201110378036e-18,0.5,0.75,0.75
digits,2,3,0.6530688214768302,0.9222222222222223,-0.23381787027745152,3.0656655559244027e-26,0.5,0.75,0.75
digits,2,4,0.6480369950903216,0.9444444444444444,-0.009036251821694851,0.6863090034395122,0.5,0.75,0.75
digits,2,5,0.6642905174050913,0.9333333333333333,-0.06288648361317242,0.004902128916130291,0.5,0.75,0.75
digits,3,1,0.6350983686747633,0.8941504178272981,0.03161843101639751,0.1575121114086521,0.5,0.75,0.75
digits,3,2,0.627777615167197,0.9164345403899722,-0.036613775325743864,0.10164238501039616,0.5,0.75,0.75
digits,3,3,0.6419296041854803,0.9164345403899722,0.28750423452701523,2.2855412583981254e-39,0.5,0.75,0.75
digits,3,4,0.6438340364494288,0.8913649025069638,0.005672049695266504,0.7998778212230784,0.5,0.75,0.75
digits,3,5,0.6262947106079637,0.9164345403899722,0.018692158480319323,0.40344237144318407,0.5,0.75,0.75
digits,4,1,0.6676147798176935,0.9610027855153204,0.41421386262947874,9.316372917619978e-84,0.5,0.75,0.75
digits,4,2,0.6543148731737932,0.9387186629526463,0.2783254237560734,6.6425662359989414e-37,0.5,0.75,0.75
digits,4,3,0.6704084307581223,0.9387186629526463,-0.04396328986164553,0.04931947909671479,0.5,0.75,0.75
digits,4,4,0.6392645621313975,0.9387186629526463,0.005546320912392472,0.8042227289977804,0.5,0.75,0.75
digits,4,5,0.6314602688604529,0.9025069637883009,-0.18550747747962076,6.08053074772342e-17,0.5,0.75,0.75
digits,5,1,0.638474268010366,0.935933147632312,0.22485970530741553,2.425967854724898e-24,0.5,0.75,0.75
digits,5,2,0.6317230157764684,0.9136490250696379,0.01994256628937322,0.37272011624210766,0.5,0.75,0.75
digits,5,3,0.64139512438134,0.924791086350975,0.05930913893657682,0.007976505462898483,0.5,0.75,0.75
digits,5,4,0.6555385243553298,0.9275766016713092,-0.07466144247621924,0.0008331553277772962,0.5,0.75,0.75
digits,5,5,0.6319318814459727,0.9275766016713092,-0.12224789703522586,4.152153343894895e-08,0.5,0.75,0.75
digits,1,1,0.637367244740203,0.9277777777777778,-0.2990156193789549,1.3712021336893433e-42,0.5,0.75,1.0
digits,1,2,0.6324479348477355,0.9277777777777778,0.018331363536784856,0.41258115267032125,0.5,0.75,1.0
digits,1,3,0.6390766239484486,0.9333333333333333,-0.05082662206582372,0.02302113087726408,0.5,0.75,1.0
digits,1,4,0.6396411948188373,0.9361111111111111,-0.38299574840289197,6.998943807446829e-71,0.5,0.75,1.0
digits,1,5,0.6347990259959779,0.9277777777777778,-0.05845160143986495,0.008932247410801826,0.5,0.75,1.0
digits,2,1,0.6414668801908459,0.9388888888888889,-0.2694063411530909,1.3419419810867329e-34,0.5,0.75,1.0
digits,2,2,0.6519144676732146,0.9444444444444444,-0.01411990096112694,0.5279765469527201,0.5,0.75,1.0
digits,2,3,0.623575923283501,0.9527777777777777,0.20250840929002908,5.924170580444677e-20,0.5,0.75,1.0
digits,2,4,0.6407486039023036,0.9472222222222222,0.19214812716151178,4.372765577528022e-18,0.5,0.75,1.0
digits,2,5,0.6506736852832916,0.95,0.030662697196957436,0.17045523917966937,0.5,0.75,1.0
digits,3,1,0.6181032705686631,0.8857938718662952,-0.023180652998031338,0.30012683592386497,0.5,0.75,1.0
